code,code_20km,massif_ha,part_loin_voie,part_loin_piste,part_loin_eau,part_resineux,pistes_km,densite_pistes_m_ha,points_eau,brule_2022_ha,dnbr_moyen,obligations_old,obligations_prioritaires,constructions,indice_vigilance
DE42C7,DE42,342.3,0.016,0.025,1.0,0.264,8.2,23.9,0,0.0,,2,1,2,32.0
DE42C8,DE42,369.7,0.0,0.0,1.0,0.45,12.4,33.5,0,0.0,,1,1,1,36.0
DE42C9,DE42,363.7,0.0,0.0,1.0,0.528,12.8,35.2,0,0.0,,0,0,0,38.0
DE44C0,DE44,298.6,0.0,0.224,1.0,0.771,8.9,29.7,0,0.0,,1,1,1,44.0
DE44C1,DE44,189.1,0.029,1.0,1.0,0.301,0.0,0.0,0,0.0,,2,1,10,34.0
DE44C2,DE44,378.4,0.01,1.0,1.0,0.514,0.0,0.0,0,0.0,,0,0,0,38.0
DE44C3,DE44,348.3,0.0,1.0,1.0,0.443,0.0,0.0,0,0.0,,0,0,272,54.0
DE44C4,DE44,378.8,0.0,1.0,1.0,0.587,0.0,0.0,0,0.0,,0,0,8,40.0
DE44C5,DE44,359.8,0.0,1.0,1.0,0.613,0.0,0.0,0,0.0,,0,0,439,60.0
DE44C6,DE44,361.6,0.0,1.0,0.854,0.567,0.0,0.0,0,0.0,,0,0,299,55.0
DE44C7,DE44,208.7,0.0,1.0,0.216,0.402,0.0,0.0,16,0.0,,0,0,1677,35.0
DE44C8,DE44,345.2,0.0,1.0,0.285,0.573,0.0,0.0,2,0.0,,0,0,352,41.0
DE44C9,DE44,361.6,0.0,1.0,1.0,0.282,0.0,0.0,0,0.0,,0,0,200,45.0
DE46C0,DE46,359.1,0.0,1.0,1.0,0.33,0.0,0.0,0,0.0,,0,0,199,47.0
DE46C1,DE46,379.9,0.0,1.0,1.0,0.31,0.0,0.0,0,0.0,,0,0,2,33.0
DE46C2,DE46,296.8,0.0,1.0,1.0,0.195,0.0,0.0,0,0.0,,0,0,29,32.0
DE42D7,DE42,328.2,0.001,0.029,1.0,0.416,5.6,17.2,0,0.0,,1,1,1,36.0
DE42D8,DE42,321.3,0.0,0.0,0.925,0.348,7.7,24.1,0,0.0,,180,39,276,50.0
DE42D9,DE42,306.5,0.0,0.0,0.441,0.29,11.8,38.5,3,0.0,,223,42,333,38.0
DE44D0,DE44,371.5,0.0,0.519,0.923,0.644,5.2,13.9,0,0.0,,70,43,116,47.0
DE44D1,DE44,388.9,0.0,1.0,1.0,0.411,0.0,0.0,0,0.0,,7,7,18,36.0
DE44D2,DE44,339.5,0.0,1.0,1.0,0.434,0.0,0.0,0,0.0,,28,28,64,40.0
DE44D3,DE44,291.5,0.0,1.0,1.0,0.454,0.0,0.0,0,0.0,,4,4,5,37.0
DE44D4,DE44,358.8,0.0,1.0,0.361,0.686,0.0,0.0,2,0.0,,0,0,4,26.0
DE44D5,DE44,376.2,0.0,1.0,0.804,0.459,0.0,0.0,0,0.0,,0,0,4,32.0
DE44D6,DE44,316.9,0.0,1.0,0.657,0.521,0.0,0.0,0,0.0,,0,0,109,37.0
DE44D7,DE44,256.8,0.0,1.0,0.08,0.427,0.0,0.0,17,0.0,,0,0,1039,33.0
DE44D8,DE44,295.2,0.0,1.0,0.03,0.438,0.0,0.0,3,0.0,,0,0,562,32.0
DE44D9,DE44,360.5,0.0,1.0,0.917,0.489,0.0,0.0,0,0.0,,0,0,75,40.0
DE46D0,DE46,382.1,0.0,1.0,1.0,0.449,0.0,0.0,0,0.0,,0,0,3,36.0
DE46D1,DE46,367.0,0.0,1.0,1.0,0.263,0.0,0.0,0,0.0,,0,0,0,32.0
DE46D2,DE46,252.9,0.0,1.0,1.0,0.13,0.0,0.0,0,0.0,,0,0,174,40.0
DE42E7,DE42,321.6,0.0,0.0,1.0,0.431,11.2,34.7,0,0.0,,184,48,274,54.0
DE42E8,DE42,361.9,0.0,0.0,0.556,0.491,10.5,29.1,1,0.0,,120,49,184,38.0
DE42E9,DE42,335.4,0.0,0.004,0.495,0.799,13.9,41.5,3,0.0,,105,19,154,43.0
DE44E0,DE44,378.4,0.0,0.451,0.948,0.758,5.7,15.0,0,0.0,,6,6,19,44.0
DE44E1,DE44,373.5,0.0,1.0,1.0,0.738,0.0,0.0,0,0.0,,0,0,0,43.0
DE44E2,DE44,369.0,0.0,1.0,0.775,0.774,0.0,0.0,1,0.0,,8,6,26,40.0
DE44E3,DE44,382.0,0.0,1.0,0.76,0.659,0.0,0.0,0,0.0,,7,7,13,36.0
DE44E4,DE44,391.1,0.0,1.0,0.655,0.246,0.0,0.0,0,0.0,,6,6,16,24.0
DE44E5,DE44,382.9,0.0,1.0,0.55,0.439,0.0,0.0,1,0.0,,22,4,37,27.0
DE44E6,DE44,324.4,0.0,1.0,0.209,0.659,0.0,0.0,3,0.0,,67,22,136,31.0
DE44E7,DE44,381.5,0.0,1.0,0.993,0.679,0.0,0.0,0,0.0,,0,0,1,42.0
DE44E8,DE44,376.6,0.0,1.0,0.903,0.528,0.0,0.0,0,0.0,,0,0,4,36.0
DE44E9,DE44,398.8,0.0,1.0,1.0,0.601,0.0,0.0,0,0.0,,0,0,0,40.0
DE46E0,DE46,391.5,0.0,1.0,1.0,0.503,0.0,0.0,0,0.0,,0,0,8,38.0
DE46E1,DE46,398.6,0.0,1.0,1.0,0.327,0.0,0.0,0,0.0,,0,0,0,33.0
DE46E2,DE46,368.9,0.0,1.0,1.0,0.107,0.0,0.0,0,0.0,,0,0,129,36.0
DE42F7,DE42,362.2,0.0,0.0,1.0,0.542,12.2,33.7,0,0.0,,67,56,123,47.0
DE42F8,DE42,393.7,0.0,0.0,0.807,0.685,11.7,29.6,0,0.0,,13,4,16,38.0
DE42F9,DE42,382.0,0.0,0.0,0.502,0.496,15.2,39.9,1,0.0,,87,14,132,34.0
DE44F0,DE44,392.0,0.0,0.092,1.0,0.676,10.4,26.6,0,0.0,,0,0,0,42.0
DE44F1,DE44,391.6,0.0,0.848,1.0,0.608,0.8,2.0,0,11.7,0.357,0,0,0,40.0
DE44F2,DE44,386.7,0.0,1.0,0.741,0.523,0.0,0.0,0,63.0,0.412,4,4,7,32.0
DE44F3,DE44,349.6,0.0,1.0,0.042,0.467,0.0,0.0,4,83.7,0.501,229,9,411,33.0
DE44F4,DE44,217.6,0.0,1.0,0.0,0.223,0.0,0.0,24,0.0,,909,3,1599,26.0
DE44F5,DE44,284.3,0.0,1.0,0.118,0.452,0.0,0.0,5,0.0,,470,10,912,34.0
DE44F6,DE44,371.7,0.0,1.0,0.834,0.741,0.0,0.0,0,0.0,,64,59,134,48.0
DE44F7,DE44,381.2,0.0,1.0,1.0,0.635,0.0,0.0,0,0.0,,2,2,3,41.0
DE44F8,DE44,368.4,0.0,1.0,0.76,0.365,0.0,0.0,1,0.0,,0,0,187,41.0
DE44F9,DE44,381.8,0.0,1.0,0.773,0.679,0.0,0.0,0,0.0,,0,0,58,40.0
DE46F0,DE46,390.6,0.0,1.0,0.827,0.322,0.0,0.0,0,0.0,,0,0,54,32.0
DE46F1,DE46,374.4,0.0,1.0,0.512,0.332,0.0,0.0,1,0.0,,0,0,51,25.0
DE46F2,DE46,181.8,0.0,1.0,1.0,0.257,0.0,0.0,0,0.0,,0,0,34,34.0
DE42G7,DE42,362.4,0.0,0.0,1.0,0.497,10.3,28.4,0,0.0,,61,52,140,47.0
DE42G8,DE42,346.3,0.0,0.0,0.983,0.612,9.6,27.8,0,0.0,,23,23,41,43.0
DE42G9,DE42,388.5,0.0,0.0,0.646,0.35,12.5,32.1,1,0.0,,38,18,67,29.0
DE44G0,DE44,395.9,0.0,0.0,0.753,0.618,9.3,23.5,0,4.3,0.385,10,10,15,35.0
DE44G1,DE44,351.3,0.0,0.378,1.0,0.545,3.6,10.3,0,387.0,0.502,63,36,114,46.0
DE44G2,DE44,392.2,0.0,1.0,0.648,0.669,0.0,0.0,0,399.2,0.47,9,9,14,34.0
DE44G3,DE44,378.4,0.0,1.0,0.467,0.7,0.0,0.0,1,387.4,0.538,31,31,52,33.0
DE44G4,DE44,341.0,0.0,1.0,0.449,0.659,0.0,0.0,4,283.6,0.501,238,44,359,48.0
DE44G5,DE44,333.1,0.0,1.0,0.491,0.632,0.0,0.0,4,3.6,0.319,283,48,467,48.0
DE44G6,DE44,397.5,0.0,1.0,0.804,0.84,0.0,0.0,0,0.0,,5,5,10,42.0
DE44G7,DE44,394.4,0.0,1.0,1.0,0.737,0.0,0.0,0,0.0,,2,2,3,44.0
DE44G8,DE44,332.6,0.0,1.0,0.365,0.441,0.0,0.0,4,0.0,,24,10,419,40.0
DE44G9,DE44,313.5,0.0,1.0,0.057,0.547,0.0,0.0,4,0.0,,0,0,369,35.0
DE46G0,DE46,183.3,0.0,1.0,0.063,0.559,0.0,0.0,9,0.0,,0,0,2110,36.0
DE46G1,DE46,372.1,0.0,1.0,0.724,0.66,0.0,0.0,0,0.0,,0,0,36,37.0
DE46G2,DE46,131.4,0.0,1.0,1.0,0.688,0.0,0.0,0,0.0,,0,0,9,43.0
DE42H7,DE42,383.4,0.0,0.0,1.0,0.523,12.8,33.4,0,0.0,,40,30,80,43.0
DE42H8,DE42,385.7,0.0,0.0,1.0,0.207,15.2,39.3,0,0.0,,0,0,0,30.0
DE42H9,DE42,396.2,0.0,0.0,0.723,0.29,9.0,22.8,0,0.0,,2,0,2,25.0
DE44H0,DE44,379.0,0.0,0.003,0.351,0.348,6.8,18.0,1,2.0,0.276,64,17,118,25.0
DE44H1,DE44,395.0,0.0,0.278,0.974,0.422,6.3,16.1,0,377.7,0.683,3,3,5,35.0
DE44H2,DE44,374.4,0.0,1.0,0.804,0.555,0.0,0.0,0,399.2,0.538,78,31,127,42.0
DE44H3,DE44,375.2,0.0,1.0,0.512,0.759,0.0,0.0,4,399.2,0.47,66,2,119,40.0
DE44H4,DE44,397.9,0.0,1.0,1.0,0.786,0.0,0.0,0,398.7,0.546,0,0,0,45.0
DE44H5,DE44,354.6,0.0,1.0,1.0,0.605,0.0,0.0,0,58.7,0.535,25,21,33,42.0
DE44H6,DE44,393.4,0.0,1.0,1.0,0.587,0.0,0.0,0,0.0,,14,8,26,41.0
DE44H7,DE44,399.9,0.0,1.0,1.0,0.604,0.0,0.0,0,0.0,,1,1,1,40.0
DE44H8,DE44,391.8,0.0,1.0,0.829,0.544,0.0,0.0,0,0.0,,1,1,50,38.0
DE44H9,DE44,368.2,0.0,1.0,0.098,0.609,0.0,0.0,5,0.0,,0,0,177,29.0
DE46H0,DE46,373.8,0.0,1.0,0.608,0.626,0.0,0.0,1,0.0,,0,0,90,37.0
DE46H1,DE46,364.0,0.0,1.0,1.0,0.799,0.0,0.0,0,0.0,,0,0,68,50.0
DE46H2,DE46,355.6,0.0,1.0,1.0,0.606,0.0,0.0,0,0.0,,0,0,36,43.0
DE42K7,DE42,349.7,0.0,0.0,1.0,0.265,10.1,28.9,0,0.0,,20,11,53,35.0
DE42K8,DE42,286.1,0.0,0.0,1.0,0.401,17.4,60.7,0,0.0,,1,1,9,36.0
DE42K9,DE42,387.6,0.0,0.0,1.0,0.54,14.5,37.5,0,0.0,,2,2,2,39.0
DE44K0,DE44,356.3,0.0,0.0,1.0,0.446,12.8,36.0,0,0.0,,56,33,91,42.0
DE44K1,DE44,314.3,0.0,0.179,1.0,0.672,8.0,25.3,0,199.2,0.605,1,1,1,42.0
DE44K2,DE44,375.5,0.0,1.0,0.946,0.547,0.0,0.0,0,399.2,0.597,23,14,63,42.0
DE44K3,DE44,358.7,0.0,1.0,0.81,0.512,0.0,0.0,0,399.2,0.551,73,33,124,41.0
DE44K4,DE44,390.0,0.0,1.0,1.0,0.588,0.0,0.0,0,399.2,0.505,22,20,42,43.0
DE44K5,DE44,376.4,0.0,1.0,1.0,0.588,0.0,0.0,0,288.2,0.573,16,16,36,42.0
